Address,City,ZIP Code,Township,Property Class Code,Neighborhood ID,Date Last Transferred,Sidewalks,Total Adj Value,Owner State,Owner ZIP Code
2070 E 54TH ST,INDIANAPOLIS,46220-0000,0008,420,8420300,,N,688300,IN,46082-0000,
3839 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,801777200,,N,579000,IN,46220-3715,
5815 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,04/09/2010,N,172600,IN,46220-0000,
5856 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,10/08/2018,N,227000,IN,46220-2736,
2525 BAUR DR,INDIANAPOLIS,46220-0000,0008,510,802171170,12/16/2010,N,189000,IN,46220-2830,
5846 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,09/09/2014,N,276200,IN,46220-2760,
2434 NORTHVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802171170,04/24/2019,N,176600,IN,46220-3514,
5347 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,286800,IN,46220-3038,
5763 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,823175265,,N,373000,IN,46220-2532,
5621 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,842975255,05/07/2014,N,1032900,IN,46220-3031,
6270 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,219300,IN,46220-1827,
6367 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,200900,IN,46220-1737,
5516 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,822575200,03/09/2015,N,519100,IN,46220-3024,
2016 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,09/27/2018,N,163300,IN,46220-2135,
5615 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,327500,IN,46220-3011,
5934 E FALL CREEK PW N DR,INDIANAPOLIS,46220-0000,0004,510,410082100,09/14/2012,N,268700,IN,46218-1417,
6031 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803675215,,N,136200,IN,46256-8300,
5714 BROADWAY TE,INDIANAPOLIS,46220-0000,0008,510,803275225,12/21/2012,N,280800,IN,46220-2572,
6162 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802181205,05/29/2015,N,192700,IN,46220-2348,
6149 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,211000,IN,46220-2007,
5846 FOREST LN,INDIANAPOLIS,46220-0000,0008,510,803275225,05/11/2017,N,362500,IN,46220-2622,
6350 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802488202,07/06/2018,N,274800,IN,46220-1738,
5360 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,822475175,,N,158600,IN,46220-3258,
5630 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,832975223,07/30/2010,N,289000,IN,46220-3018,
6206 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802470157,05/25/2018,N,295700,IN,46220-1846,
5234 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,319600,IN,46220-3045,
5921 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802181205,01/15/2016,N,311100,IN,46220-2750,
2715 CANTERBURY LN,INDIANAPOLIS,46220-0000,0008,510,802271150,11/01/2018,N,150300,IN,46220-2240,
6510 CAMBRIDGE LN,INDIANAPOLIS,46220-0000,0008,510,802271150,05/20/2015,N,112900,IN,46220-2239,
6629 PARKER LN,INDIANAPOLIS,46220-0000,0008,510,802271150,01/23/2019,N,142100,IN,46220-2260,
5336 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832375211,12/30/2016,N,271600,IN,46220-3138,
6214 GRAHAM RD,INDIANAPOLIS,46220-0000,0008,510,801177133,,N,159100,IN,46220-4938,
6275 AVALON LN E DR,INDIANAPOLIS,46220-0000,0004,510,435082150,,N,391500,IN,46220-5077,
6370 AVALON LN E DR,INDIANAPOLIS,46220-0000,0004,510,435082150,04/02/2018,N,348900,IN,46220-5080,
5602 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802182100,09/05/2014,N,141800,IN,46220-3404,
4916 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,213600,IN,46220-5372,
4818 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,12/09/2015,N,258300,IN,46220-5386,
6331 GRAHAM RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,242200,IN,46220-4937,
6015 WINNPENY LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,130100,IN,46220-5252,
5845 LINTON LN,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,156900,IN,46220-5354,
5934 ANDOVER RD,INDIANAPOLIS,46220-0000,0008,510,801865121,09/14/2009,N,182400,IN,46220-0000,
5349 SHOREWOOD DR,INDIANAPOLIS,46220-0000,0008,510,802069145,04/16/2018,N,451200,IN,46220-3637,
3737 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,815077150,,N,230700,IN,46220-3715,
3309 E 69TH ST,INDIANAPOLIS,46220-0000,0008,510,801765120,07/20/2011,N,321600,IN,46220-3703,
3311 E 68TH CT,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,252800,IN,46220-3779,
6739 BROUSE AV,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,138600,IN,46220-1350,
1021 BROAD RIPPLE AVE,INDIANAPOLIS,46220-0000,0008,430,8425303,,N,147100,MN,55440-0000,
1021 BROAD RIPPLE AV,INDIANAPOLIS,46220-0000,0008,430,8425303,,N,676300,MN,55440-0000,
5537 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,06/19/2017,N,202600,IN,46220-3342,
2919 E 62ND ST,INDIANAPOLIS,46220-0000,0008,511,822077220,,N,498900,IN,46220-2970,
6428 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,500,802274155,07/01/2015,N,11700,IN,46220-2170,
5615 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,162800,IN,46220-3334,
5626 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,169200,IN,46220-3335,
5821 N DEARBORN ST,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,194500,IN,46220-5407,
6714 LOWANNA WA,INDIANAPOLIS,46220-0000,0004,510,403582135,01/06/2010,N,328800,IN,46220-0000,
5533 GARDEN WALK DR,INDIANAPOLIS,46220-0000,0008,510,801980107,09/15/2015,N,61000,IN,46056-9631,
4315 GREENWAY DR,INDIANAPOLIS,46220-0000,0008,510,801980107,12/27/2010,N,62700,IN,46220-0000,
4212 DAHLIA CT,INDIANAPOLIS,46220-0000,0008,510,801980107,07/08/2011,N,75800,IN,46220-5728,
5530 GREENVIEW DR,INDIANAPOLIS,46220-0000,0008,510,801980107,01/08/2019,N,69400,IN,46220-5741,
4209 E 62ND ST,INDIANAPOLIS,46220-0000,0008,425,8425304,,N,274600,IN,46205-2609,
5663 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,803275225,06/10/2013,N,290000,IN,46220-3151,
5932 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,226100,IN,46220-2759,
7045 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,463300,IN,46220-1027,
6151 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802488202,04/24/2012,N,212100,IN,46220-0000,
5669 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,05/28/2009,N,280000,IN,46220-0000,
5909 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,520,803775205,,N,380700,IN,46250-1331,
5631 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802975181,,N,325700,IN,46220-3017,
6101 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,447,8447303,,N,369300,IN,46217-5030,
6243 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,802488202,05/03/2017,N,296700,IN,46220-1857,
5533 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,259600,IN,46220-3068,
6103 RUCKER RD,INDIANAPOLIS,46220-0000,0004,500,403982139,,N,10900,IN,46220-5065,
6090 ORCHARD HILL LN,INDIANAPOLIS,46220-0000,0004,510,403982139,09/14/2018,N,273000,IN,46220-5058,
5364 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,11/24/2015,N,428000,IN,46220-3051,
6369 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801769162,06/24/2009,N,345200,IN,46220-0000,
6267 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,520,802488202,06/26/2014,N,214800,IN,46220-1828,
5852 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,01/22/2010,N,232900,IN,46220-0000,
5572 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,500,812575165,,N,64400,IN,46220-3028,
5508 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,812775225,09/13/2016,N,163600,IN,46205-1850,
5871 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803275225,03/19/2018,N,319400,IN,46220-2631,
6008 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/26/2014,N,213800,IN,46220-2354,
4220 KESSLER LN E DR,INDIANAPOLIS,46220-0000,0008,510,801869130,,N,162400,IN,46220-5204,
6050 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803675215,,N,326700,IN,46220-1808,
5925 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803775205,09/14/2018,N,254800,IN,46220-2625,
3740 E 55TH ST,INDIANAPOLIS,46220-0000,0008,510,801970120,,N,145800,IN,46220-5535,
4275 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,801777200,11/07/2007,N,399000,IN,46220-0000,
5749 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,06/14/2017,N,161000,IN,46220-2723,
5627 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/08/2013,N,187900,IN,46220-3340,
5626 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,08/15/2008,N,186200,IN,46220-3339,
1212 NICHOLAS RD,INDIANAPOLIS,46220-0000,0008,510,802071160,,N,107000,IN,46220-3238,
5387 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,78100,IN,46240-1213,
5281 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,07/13/2018,N,219300,IN,46220-3320,
5356 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,112900,IN,46163-0105,
6928 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,511,816077165,,N,125200,IN,46220-1250,
5930 HILLSIDE AVE E DR,INDIANAPOLIS,46220-0000,0008,510,802179190,05/04/2015,N,230300,IN,46220-2414,
6005 HILLSIDE AVE W DR,INDIANAPOLIS,46220-0000,0008,510,802179190,05/01/2017,N,299700,IN,46220-2419,
5263 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,500,832475183,,N,500,IN,46268-4494,
5932 WINTHROP AV,INDIANAPOLIS,46220-0000,0008,510,803775205,,N,271200,IN,46220-2675,
6704 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,360400,IN,46220-7709,
3302 TERRA VISTA LN,INDIANAPOLIS,46220-0000,0008,510,801765120,07/17/2015,N,250200,IN,46220-7704,
5466 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,802069145,08/17/2017,N,488300,IN,46220-5547,
6259 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,251900,IN,46220-4810,
5416 E 62ND ST,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,257800,IN,46220-6016,
6358 GREEN LEAVES RD,INDIANAPOLIS,46220-0000,0008,510,801166130,,N,225500,IN,46220-4813,
6335 BRIXTON LN,INDIANAPOLIS,46220-0000,0008,510,801166130,11/19/2015,N,228400,IN,46220-4803,
4838 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,209400,IN,46220-5386,
4626 CAVENDISH RD,INDIANAPOLIS,46220-0000,0008,510,801865121,,N,246000,IN,46220-5325,
5325 SHOREWOOD DR,INDIANAPOLIS,46220-0000,0008,510,802069145,,N,313200,IN,46220-3635,
6535 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,09/15/2014,N,318800,IN,46220-3746,
6702 N EWING ST,INDIANAPOLIS,46220-0000,0008,510,801765120,,N,356100,IN,46220-3750,
4720 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,817077170,01/30/2017,N,264000,IN,46220-3876,
5341 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,802275235,01/25/2019,N,296800,IN,46220-3048,
6001 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802184230,12/09/2014,N,256900,IN,46220-2005,
6252 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,09/18/2018,N,273000,IN,46220-2129,
3910 E 57TH ST,INDIANAPOLIS,46220-0000,0008,510,801878185,06/15/2012,N,225000,IN,46220-5516,
5739 BROADWAY TE,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,284300,IN,46220-0000,
631 E 70TH ST,INDIANAPOLIS,46220-0000,0008,510,801470150,11/18/2016,N,296900,IN,46220-1083,
6916 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,278400,IN,46220-1068,
7024 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,04/08/2019,N,271000,IN,46220-1070,
5671 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,842975255,04/29/2013,N,632200,IN,46220-0000,
5935 CENTRAL AV,INDIANAPOLIS,46220-0000,0008,510,803682100,08/10/2015,N,605700,IN,46220-2511,
5417 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802079190,09/08/2016,N,174700,IN,46220-3306,
502 ARDEN DR,INDIANAPOLIS,46220-0000,0008,510,801470150,09/01/2010,N,379800,IN,46220-0000,
6933 OAK LN,INDIANAPOLIS,46220-0000,0008,510,801470150,07/22/2008,N,291800,IN,46220-1035,
6957 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,801470150,03/17/2010,N,921500,IN,46220-0000,
7015 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,389800,IN,46220-1046,
5402 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802079190,04/03/2018,N,224300,IN,46220-3309,
5420 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802079190,10/30/2017,N,226500,IN,46220-3309,
5519 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,216700,IN,46220-3342,
5413 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802079190,04/03/2014,N,179200,IN,46220-3323,
5828 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,511,815577155,,N,209600,IN,46220-5526,
2110 E 65TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,124900,IN,46220-2135,
2360 DURHAM DR,INDIANAPOLIS,46220-0000,0008,510,802278190,08/12/2015,N,134500,IN,46220-1400,
5746 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802171170,04/24/2019,N,156800,IN,46220-2962,
6536 CORNELL AV,INDIANAPOLIS,46220-0000,0008,429,8429303,01/28/2019,N,183300,IN,46220-1146,
6655 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,511,813577135,,N,217800,IN,46033-5934,
5659 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,599,812775225,,N,20400,IN,46220-1961,
6460 N OAKLAND AV,INDIANAPOLIS,46220-0000,0008,510,802271150,,N,176200,IN,46220-4429,
5337 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,832375211,,N,270000,IN,46220-3052,
6103 INDIANOLA AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,189400,IN,46220-2013,
6001 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,06/25/2013,N,243400,IN,46220-1807,
6478 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,802488202,,N,167300,IN,46220-1686,
6047 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,500,802178185,,N,25300,IN,46220-2019,
6181 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,06/03/2015,N,158100,IN,46220-2020,
6008 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,841075215,,N,207100,IN,46220-2308,
5555 AUDUBON RIDGE LN,INDIANAPOLIS,46220-0000,0008,510,801070131,02/02/2017,N,508400,IN,46250-2321,
6420 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,139500,IN,46220-2174,
1908 E 64TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,,N,100200,IN,46220-2104,
5530 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,802575130,01/22/2019,N,255700,IN,46220-3024,
5402 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,802275235,,N,518700,IN,46220-3014,
6460 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,832475183,,N,186200,IN,46220-1633,
5324 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,812175165,02/21/2017,N,723100,IN,46220-3059,
6488 N PARK AV,INDIANAPOLIS,46220-0000,0008,510,802488202,07/16/2014,N,196300,IN,46220-1635,
5404 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,812775225,06/11/2018,N,248900,IN,46220-3211,
5820 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,803075210,,N,195100,IN,46228-0000,
5461 CARROLLTON AV,INDIANAPOLIS,46220-0000,0008,510,812775225,09/05/2017,N,244200,IN,46220-3120,
6001 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,07/13/2018,N,247200,IN,46220-2349,
6940 EVANSTON AV,INDIANAPOLIS,46220-0000,0008,501,802276165,,N,7500,IN,46240-2600,
5610 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802178185,12/13/2017,N,183700,IN,46220-3406,
3633 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,815077150,,N,416100,IN,46220-3715,
5738 N TACOMA AV,INDIANAPOLIS,46220-0000,0008,510,802171170,06/29/2016,N,165500,IN,46220-5839,
1390 E NORTHGATE ST,INDIANAPOLIS,46220-0000,0008,510,802178185,08/23/2018,N,159600,IN,46216-2204,
6302 ALLISONVILLE RD,INDIANAPOLIS,46220-0000,0008,510,801769162,09/04/2014,N,284200,IN,46220-4546,
731 E 71ST ST,INDIANAPOLIS,46220-0000,0008,511,819077190,,N,460600,IN,46220-1065,
5920 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,01/20/2016,N,233800,IN,46220-2732,
5869 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,222400,IN,46220-2735,
5857 ROSSLYN AV,INDIANAPOLIS,46220-0000,0008,510,802178185,04/25/2016,N,199100,IN,46220-2708,
6176 BURLINGTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/08/2017,N,203800,IN,46220-2410,
6654 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,802488202,10/06/2015,N,218900,IN,46220-1623,
5740 BROADWAY TE,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,249600,IN,46220-0000,
6316 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,520,802488202,09/03/2010,N,166700,IN,46077-0000,
2 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,802470157,05/04/2018,N,231000,IN,46220-2564,
6722 N KEYSTONE AV,INDIANAPOLIS,46220-0000,0008,500,802278190,,N,8200,IN,46254-9657,
43 MERIDIAN LN,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,320400,IN,46220-2531,
5960 N NEW JERSEY ST,INDIANAPOLIS,46220-0000,0008,510,803275225,02/16/2011,N,340200,IN,46220-0000,
5354 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,882475250,,N,204300,IN,46220-3207,
118 E 63RD ST,INDIANAPOLIS,46220-0000,0008,510,802478204,,N,201100,IN,46220-1721,
5950 GLADDEN DR,INDIANAPOLIS,46220-0000,0008,510,802470157,09/18/2013,N,329000,IN,46220-2566,
5903 GLADDEN DR,INDIANAPOLIS,46220-0000,0008,510,802470157,,N,580000,IN,46220-2565,
5535 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,510,802079190,,N,180300,IN,46220-3338,
5401 PRIMROSE AV,INDIANAPOLIS,46220-0000,0008,500,802079190,,N,21800,IN,46220-3314,
4610 E 71ST ST,INDIANAPOLIS,46220-0000,0008,510,817077170,07/13/2012,N,482500,IN,46220-4175,
5903 WYCOMBE LN,INDIANAPOLIS,46220-0000,0004,510,404182174,05/06/2010,N,412100,IN,46220-0000,
5841 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802166150,11/16/2016,N,185300,IN,46220-2908,
5809 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802166150,08/20/2014,N,155300,IN,46220-2908,
5723 N RURAL ST,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,167100,IN,46220-2939,
5818 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802166150,04/04/2013,N,168700,IN,46220-0000,
5841 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802166150,12/21/2017,N,187600,IN,46220-2957,
5801 N OXFORD ST,INDIANAPOLIS,46220-0000,0008,510,802166150,,N,246100,IN,46220-2957,
5803 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802166150,08/11/2015,N,171600,IN,46220-2927,
5705 N PARKER AV,INDIANAPOLIS,46220-0000,0008,510,802166150,12/10/2018,N,153600,IN,46220-2953,
916 E WESTFIELD BL,INDIANAPOLIS,46220-0000,0008,449,8449303,,N,1656000,IN,46220-1109,
5810 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,197700,IN,46220-2722,
5706 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,802178185,02/27/2014,N,190100,IN,46220-2720,
5837 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,06/24/2014,N,256000,IN,46220-0000,
5742 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,07/05/2017,N,173200,IN,46220-2711,
5708 KINGSLEY DR,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,137400,IN,46204-1873,
5889 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,162100,IN,46220-2714,
6649 E 65TH ST,INDIANAPOLIS,46220-0000,0004,510,435082150,,N,332400,IN,46220-4301,
1822 E 66TH ST,INDIANAPOLIS,46220-0000,0008,510,802278190,01/29/2016,N,146400,IN,46220-4562,
1826 E 64TH ST S DR,INDIANAPOLIS,46220-0000,0008,510,802278190,10/18/2010,N,171500,IN,46220-0000,
6140 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801871160,,N,211900,IN,46220-5119,
6129 N TUXEDO ST,INDIANAPOLIS,46220-0000,0008,500,801871160,05/05/2011,N,2500,IN,46220-0000,
3410 KESSLER BLVD E DR,INDIANAPOLIS,46220-0000,0008,510,801871160,04/29/2019,N,195300,IN,46220-5153,
5951 NORWALDO AV,INDIANAPOLIS,46220-0000,0008,510,841075215,03/28/2017,N,288700,IN,46220-2444,
5926 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,803075210,05/29/2018,N,337700,IN,46220-2554,
5255 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802275235,04/05/2018,N,713000,IN,46220-3060,
5707 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,803175185,,N,365500,IN,46220-2527,
7022 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,510,801470150,01/04/2018,N,323900,IN,46220-1073,
7039 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,02/24/2010,N,192600,IN,46220-0000,
7016 BROADWAY ST,INDIANAPOLIS,46220-0000,0008,510,801470150,07/25/2018,N,270800,IN,46220-1070,
7039 WARWICK RD,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,371100,IN,46220-1050,
6921 WARWICK RD,INDIANAPOLIS,46220-0000,0008,510,801470150,02/15/2013,N,217600,IN,46220-0000,
6950 OAK LN,INDIANAPOLIS,46220-0000,0008,510,801470150,06/01/2016,N,291800,IN,46220-1036,
6941 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,344400,IN,46220-1052,
6910 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,801470150,09/02/2016,N,339600,IN,46220-1086,
6735 N PENNSYLVANIA ST,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,185200,IN,46220-1041,
5414 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,812775225,11/13/2015,N,253400,IN,46220-3211,
5 E 62ND ST,INDIANAPOLIS,46220-0000,0008,510,802488202,03/13/2017,N,232300,IN,46220-1816,
410 E 56TH ST,INDIANAPOLIS,46220-0000,0008,510,832975223,,N,381500,IN,46220-3010,
6980 N DELAWARE ST,INDIANAPOLIS,46220-0000,0008,510,801470150,,N,692300,IN,46220-1032,
6970 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,801470150,12/22/2011,N,674400,IN,46220-1086,
5630 LINWOOD DR,INDIANAPOLIS,46220-0000,0008,511,817577175,,N,165400,IN,46220-5307,
6418 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802274155,05/07/2015,N,200400,IN,46220-0000,
7017 N COLLEGE AV,INDIANAPOLIS,46220-0000,0008,521,801477190,,N,160800,IN,46220-1088,
5651 SPINDRIFT LN,INDIANAPOLIS,46220-0000,0008,510,818480100,,N,218600,IN,46220-5448,
5644 SPINDRIFT LN,INDIANAPOLIS,46220-0000,0008,510,818480100,11/27/2017,N,175400,IN,46220-5448,
5661 PERIWINKLE LN,INDIANAPOLIS,46220-0000,0008,510,818380115,,N,177200,IN,46220-5487,
3643 PERIWINKLE WA,INDIANAPOLIS,46220-0000,0008,510,818480100,04/04/2012,N,196800,IN,46220-0000,
5656 RUNDLE CT,INDIANAPOLIS,46220-0000,0008,510,818480100,,N,212600,IN,46220-7400,
3534 PERIWINKLE WA,INDIANAPOLIS,46220-0000,0008,510,818480100,11/11/2009,N,163300,IN,46220-0000,
920 E 62ND ST,INDIANAPOLIS,46220-0000,0008,550,803972225,07/10/2017,N,140300,TX,77018-4425,
6484 N CHESTER AV,INDIANAPOLIS,46220-0000,0008,510,801769162,08/07/2018,N,563900,IN,46220-4422,
5834 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,11/23/2011,N,177400,IN,46220-2771,
5520 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,802575130,11/21/2016,N,404000,IN,46220-3030,
6002 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,05/12/2015,N,211700,IN,47893-0924,
6132 HAVERFORD AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,276300,IN,46220-2008,
6006 CRESTVIEW AV,INDIANAPOLIS,46220-0000,0008,510,802184230,05/17/2019,N,190400,IN,46220-2006,
5757 N WASHINGTON BL,INDIANAPOLIS,46220-0000,0008,510,803175185,05/09/2012,N,593200,IN,46220-2540,
5829 GUILFORD AV,INDIANAPOLIS,46220-0000,0008,510,803275225,,N,333000,IN,46032-9684,
6198 RALSTON AV,INDIANAPOLIS,46220-0000,0008,510,802178185,,N,184100,IN,46220-2354,
